Age,Credit_Score,Account_Balence,Credit_Card_Holter,Dependents,Employment_Type,Applicant_Income,Coapplicant_Income,Loan_Status,Education_Status,Fidelity_Scores
46,323,660968,0,1,Employed,157753,155626,0,Non-Graduated,87
64,377,14328,0,2,Self_Employed,83112,108332,0,Non-Graduated,67
70,309,990605,0,1,Employed,121078,187898,1,Graduated,68
66,447,410485,0,1,Self_Employed,147303,136977,0,Graduated,100
58,359,157257,0,1,Employed,58852,103704,1,Non-Graduated,80
66,494,378697,1,0,Employed,187243,171756,1,Graduated,69
46,475,445943,0,1,Employed,71557,165969,1,Non-Graduated,32
39,418,1310,1,0,Self_Employed,79708,135685,0,Graduated,75
19,467,115855,0,2,Employed,183071,27338,0,Graduated,36
44,398,508279,1,2,Self_Employed,135985,157562,0,Graduated,77
26,436,898,1,2,Employed,28176,97876,1,Non-Graduated,90
28,389,450388,0,0,Employed,198698,82684,0,Non-Graduated,24
47,333,399647,1,2,Self_Employed,67011,80909,1,Graduated,59
78,302,722952,1,2,Self_Employed,149670,144851,1,Graduated,91
56,354,277698,0,0,Employed,92938,172386,1,Graduated,81
42,420,596519,1,1,Employed,81099,144442,0,Non-Graduated,29
89,469,995288,0,2,Employed,146132,84525,1,Non-Graduated,27
97,499,108955,1,0,Employed,95036,17021,1,Non-Graduated,99
81,474,201736,0,0,Self_Employed,16831,194149,0,Graduated,79
44,306,472593,0,0,Employed,72699,21670,1,Non-Graduated,97
79,469,834164,0,0,Self_Employed,117465,190641,1,Non-Graduated,94
22,360,861346,1,1,Employed,38172,132008,0,Graduated,55
27,421,12814,1,0,Employed,137117,146750,1,Non-Graduated,51
39,393,500392,0,1,Employed,171989,23644,1,Non-Graduated,52
51,449,772570,1,1,Self_Employed,94587,134356,0,Graduated,33
23,500,665850,0,1,Employed,107988,170989,0,Non-Graduated,23
39,349,548917,1,0,Self_Employed,193065,44546,0,Non-Graduated,88
84,367,618151,1,0,Self_Employed,113231,159004,1,Graduated,44
39,426,78755,1,0,Self_Employed,73020,162367,1,Non-Graduated,41
29,381,852476,1,2,Self_Employed,152146,56360,1,Non-Graduated,97
43,436,911563,1,2,Employed,31477,70779,0,Graduated,34
98,369,986041,1,1,Employed,163220,170901,0,Non-Graduated,23
58,378,387510,0,0,Self_Employed,121391,148053,1,Graduated,95
92,497,42198,1,0,Employed,85786,91305,1,Non-Graduated,66
93,375,552722,0,0,Employed,198530,102348,1,Non-Graduated,55
63,434,546599,0,0,Self_Employed,194981,162830,1,Non-Graduated,65
85,402,602418,0,0,Self_Employed,137081,172233,1,Graduated,99
94,465,939287,1,2,Self_Employed,15778,196302,1,Non-Graduated,20
26,336,988423,0,2,Self_Employed,119342,146677,0,Non-Graduated,41
51,414,979650,1,2,Employed,154790,90582,1,Graduated,36
46,383,420671,0,2,Employed,87836,36112,0,Non-Graduated,20
60,431,768314,1,0,Employed,122872,53769,0,Non-Graduated,25
75,362,352381,0,2,Employed,135760,32117,1,Non-Graduated,88
90,467,196871,1,2,Employed,25383,101634,0,Non-Graduated,74
22,471,631488,1,2,Self_Employed,184512,159084,0,Graduated,66
24,448,377118,1,0,Employed,167199,106097,0,Graduated,95
45,487,136236,0,0,Employed,32555,126219,1,Graduated,46
43,331,405028,0,2,Self_Employed,175329,117924,1,Non-Graduated,84
42,343,693102,1,1,Self_Employed,84656,150408,1,Graduated,97
58,399,796052,0,0,Self_Employed,144040,105344,0,Non-Graduated,24
98,430,215787,1,2,Self_Employed,96836,119864,0,Graduated,81
61,470,743726,1,1,Self_Employed,115868,101212,1,Graduated,49
82,460,770736,0,1,Employed,124970,55457,1,Graduated,51
86,479,299053,0,0,Self_Employed,40859,58482,0,Non-Graduated,79
47,413,530518,0,1,Employed,86707,172750,0,Non-Graduated,25
38,414,201903,0,1,Self_Employed,149220,155641,1,Graduated,93
46,303,54822,0,0,Self_Employed,21337,63645,0,Graduated,52
53,301,800658,0,0,Employed,177072,38531,0,Graduated,29
56,364,594609,0,0,Self_Employed,146554,79265,1,Graduated,71
98,421,393139,1,0,Self_Employed,179606,135708,1,Graduated,27
92,355,911650,0,0,Employed,192646,74303,1,Non-Graduated,74
18,446,207948,0,0,Employed,37491,173814,0,Non-Graduated,32
62,355,842182,0,2,Self_Employed,85732,91054,0,Graduated,51
54,432,192543,1,0,Employed,177520,79566,1,Graduated,39
45,360,172426,0,2,Self_Employed,159106,168606,1,Graduated,81
19,411,105596,0,0,Employed,77270,38132,0,Non-Graduated,43
85,317,751698,0,2,Self_Employed,79517,61831,1,Graduated,27
60,300,252460,1,2,Self_Employed,28020,115833,0,Graduated,68
28,493,662762,0,0,Self_Employed,52017,100880,0,Non-Graduated,63
76,394,636761,1,0,Employed,66971,191744,0,Graduated,41
69,397,280471,1,0,Employed,64841,84899,0,Non-Graduated,21
46,436,836869,1,2,Employed,75086,93209,1,Graduated,56
90,347,766490,1,2,Employed,85355,13868,1,Non-Graduated,40
41,380,112842,0,2,Self_Employed,79006,176175,0,Graduated,20
96,365,753698,1,2,Self_Employed,112010,24887,1,Graduated,20
59,434,648599,0,1,Self_Employed,128395,121437,1,Graduated,97
75,402,25337,1,1,Employed,172845,60706,0,Graduated,23
65,454,621165,0,0,Self_Employed,198510,161722,0,Graduated,21
33,427,926442,1,1,Employed,160791,140449,1,Graduated,54
23,336,885465,0,2,Self_Employed,76175,162772,0,Non-Graduated,69
84,391,136603,0,1,Self_Employed,32281,16918,1,Graduated,32
64,500,199606,1,0,Employed,147850,69120,1,Non-Graduated,84
18,323,315177,0,1,Self_Employed,114293,14049,0,Non-Graduated,36
76,432,626092,0,1,Self_Employed,28269,126587,0,Graduated,35
54,495,899249,1,2,Self_Employed,59935,81352,1,Graduated,90
55,303,630966,1,2,Self_Employed,175586,13748,1,Non-Graduated,21
25,315,6431,1,2,Employed,73633,139871,0,Graduated,92
52,458,163272,1,0,Employed,40584,156813,0,Non-Graduated,90
68,302,536747,0,0,Self_Employed,52561,67787,1,Non-Graduated,95
40,413,705387,1,0,Self_Employed,52760,83224,0,Graduated,87
58,437,465879,1,2,Self_Employed,149592,185530,0,Non-Graduated,96
39,470,254584,1,1,Employed,106588,142665,1,Graduated,49
100,430,558985,0,2,Self_Employed,136822,98385,0,Graduated,53
63,490,372293,1,2,Employed,147752,38749,0,Graduated,75
19,494,169365,1,2,Self_Employed,122137,197655,1,Non-Graduated,41
21,413,827033,0,2,Employed,133709,55137,0,Non-Graduated,97
95,444,422545,0,1,Employed,42671,82517,0,Graduated,96
81,437,756675,1,0,Self_Employed,23391,66641,1,Graduated,96
94,484,716572,0,2,Employed,129939,103916,0,Non-Graduated,21
42,375,221522,1,2,Self_Employed,178920,152437,1,Graduated,83
19,459,854767,1,0,Self_Employed,122039,26672,1,Non-Graduated,80
60,491,452135,0,1,Employed,47789,180392,1,Non-Graduated,46
26,455,989899,1,2,Employed,31248,66833,0,Graduated,92
31,388,349877,1,2,Self_Employed,148889,122563,1,Non-Graduated,68
43,484,594234,1,1,Self_Employed,103348,13855,0,Graduated,36
95,302,125608,1,2,Self_Employed,48332,68247,0,Non-Graduated,41
63,457,96466,0,0,Employed,11605,60543,0,Graduated,50
18,376,683087,0,1,Self_Employed,92515,176699,1,Non-Graduated,25
87,342,661336,1,0,Employed,178222,97201,0,Graduated,50
98,399,225578,0,1,Employed,186005,76522,0,Non-Graduated,92
44,334,35827,0,2,Self_Employed,17917,61708,0,Non-Graduated,70
60,455,749352,1,0,Employed,33115,96407,1,Non-Graduated,93
74,327,893316,0,0,Employed,123301,181251,0,Non-Graduated,93
38,350,572748,1,0,Employed,117348,17649,1,Non-Graduated,26
32,397,467885,1,0,Employed,96967,71645,0,Non-Graduated,60
48,386,33172,1,2,Employed,148199,134065,0,Non-Graduated,55
63,350,902534,1,1,Employed,132795,29539,1,Non-Graduated,43
47,388,373840,0,2,Employed,44324,47669,0,Non-Graduated,39
20,399,698509,1,2,Self_Employed,193972,86754,0,Non-Graduated,93
97,334,344111,0,1,Self_Employed,114834,83538,0,Graduated,44
61,362,615013,0,0,Employed,55142,142961,0,Graduated,40
63,426,289398,0,0,Employed,43747,164301,0,Graduated,28
99,382,540277,0,2,Employed,142738,87997,0,Graduated,64
36,414,272331,0,0,Self_Employed,54325,113726,0,Non-Graduated,71
25,325,693318,0,0,Employed,120436,194234,1,Graduated,56
59,321,227741,0,2,Self_Employed,190620,167274,0,Graduated,85
77,476,362940,1,1,Employed,13206,34209,1,Non-Graduated,36
49,424,90684,0,2,Self_Employed,167167,171775,1,Non-Graduated,99
58,393,524327,0,0,Self_Employed,192592,193946,1,Graduated,40
70,363,189866,0,1,Employed,11449,34451,0,Non-Graduated,33
81,371,133473,0,0,Self_Employed,48593,117243,0,Non-Graduated,49
37,487,520405,1,1,Self_Employed,166924,141575,1,Non-Graduated,39
67,310,867251,1,1,Self_Employed,76749,65004,1,Non-Graduated,31
58,420,76826,0,2,Self_Employed,51484,163293,1,Graduated,65
62,304,832021,0,0,Self_Employed,118919,36519,1,Graduated,21
96,354,983111,1,1,Self_Employed,160526,145446,0,Non-Graduated,51
25,403,575497,0,2,Self_Employed,82942,117292,1,Graduated,67
99,443,330931,0,2,Self_Employed,66666,161530,1,Non-Graduated,67
46,367,839819,1,1,Employed,41802,99691,0,Graduated,37
33,476,612304,0,0,Employed,17313,47136,1,Non-Graduated,78
21,300,48488,1,0,Employed,143933,136868,0,Non-Graduated,84
96,481,928510,1,1,Self_Employed,193221,11772,0,Graduated,27
31,321,63455,1,1,Employed,20208,60078,1,Non-Graduated,94
39,500,573125,0,0,Self_Employed,36040,122548,1,Graduated,39
66,496,769188,1,1,Self_Employed,32452,171710,1,Non-Graduated,50
97,414,690764,0,0,Employed,124077,75592,0,Graduated,34
65,495,554986,1,1,Employed,123763,81471,1,Non-Graduated,72
35,374,767725,1,0,Self_Employed,140623,112368,1,Non-Graduated,66
20,413,765424,1,0,Self_Employed,124786,14490,0,Graduated,60
44,426,495347,1,1,Self_Employed,55359,107840,1,Graduated,28
55,306,27444,0,0,Self_Employed,163566,149329,1,Graduated,29
46,438,4680,1,0,Employed,147170,95824,0,Graduated,38
47,356,190373,1,1,Employed,151515,11619,1,Non-Graduated,68
100,490,776096,1,2,Self_Employed,14378,62482,0,Non-Graduated,37
64,430,960628,1,1,Employed,94572,192047,1,Non-Graduated,72
91,485,475826,0,0,Self_Employed,64349,132480,1,Non-Graduated,60
65,444,115807,1,0,Employed,65968,132517,0,Non-Graduated,64
38,376,65142,0,2,Employed,16111,110269,0,Graduated,24
22,487,419365,0,0,Self_Employed,111522,116704,1,Non-Graduated,61
53,415,319186,1,0,Employed,70796,170940,1,Graduated,51
86,344,264364,1,1,Employed,89810,119302,0,Graduated,59
23,471,592187,0,2,Self_Employed,85962,177375,0,Graduated,70
30,406,28719,1,2,Employed,77865,120885,0,Non-Graduated,71
88,327,17955,1,2,Employed,167487,118997,0,Graduated,83
35,489,859903,1,1,Self_Employed,94112,166340,1,Non-Graduated,63
64,463,844358,0,1,Employed,54423,57583,0,Graduated,26
66,410,352563,0,1,Employed,157499,65082,1,Graduated,99
98,330,1223,0,2,Employed,29606,147202,1,Non-Graduated,77
56,453,214959,0,0,Employed,76494,173631,0,Graduated,73
84,347,757106,0,1,Self_Employed,49206,68917,1,Graduated,33
73,370,964144,1,2,Self_Employed,179721,82702,0,Non-Graduated,30
55,499,838757,0,1,Self_Employed,27469,178189,1,Non-Graduated,53
45,400,956530,1,0,Employed,134610,125036,1,Graduated,95
70,323,228673,1,1,Employed,82346,158475,0,Graduated,93
77,370,199405,1,2,Employed,141262,48532,0,Non-Graduated,32
51,338,831997,1,2,Self_Employed,39949,82876,0,Non-Graduated,74
90,404,608771,1,1,Employed,79506,196725,1,Graduated,41
37,389,869239,0,2,Employed,19772,103810,1,Graduated,32
38,388,306032,1,0,Self_Employed,90290,155080,0,Non-Graduated,33
54,346,98018,0,0,Self_Employed,89858,138145,1,Graduated,51
40,344,249207,1,0,Self_Employed,110720,131015,1,Graduated,98
37,403,384693,0,2,Employed,33042,95824,1,Non-Graduated,98
75,316,52158,0,2,Employed,13174,93165,1,Graduated,92
89,329,818352,1,1,Self_Employed,150959,78864,0,Graduated,42
70,450,2033,1,1,Employed,145992,93704,1,Non-Graduated,31
86,438,352109,1,1,Self_Employed,22827,107524,1,Non-Graduated,64
23,438,421706,1,1,Self_Employed,165311,132256,1,Non-Graduated,25
53,339,505866,1,2,Employed,164280,186965,0,Graduated,87
74,376,33612,0,0,Self_Employed,27170,187241,1,Non-Graduated,52
78,364,477873,0,0,Self_Employed,97968,82657,1,Non-Graduated,64
97,458,951690,1,1,Employed,42038,82051,1,Non-Graduated,56
78,342,80551,0,2,Employed,70617,26586,0,Non-Graduated,98
22,377,504625,0,2,Self_Employed,90099,99111,1,Graduated,58
46,385,712770,0,0,Employed,143631,145624,1,Graduated,52
50,434,255715,0,0,Employed,143368,103263,0,Graduated,58
48,317,833155,1,1,Employed,114119,136186,1,Non-Graduated,36
68,491,451982,1,0,Employed,162536,145628,0,Non-Graduated,84
87,434,157826,0,1,Self_Employed,79813,155525,1,Graduated,81
26,444,542384,0,2,Self_Employed,173720,69534,0,Non-Graduated,100
94,458,719876,1,1,Self_Employed,27421,170225,1,Graduated,79
42,410,277299,1,1,Self_Employed,181847,105603,1,Non-Graduated,40
82,350,589556,1,0,Self_Employed,160668,138905,0,Non-Graduated,59
18,426,930265,1,0,Self_Employed,129473,92711,0,Non-Graduated,58
85,364,708780,1,0,Self_Employed,136861,197243,1,Graduated,36
86,300,820854,1,1,Employed,92326,55575,1,Non-Graduated,42
90,391,45070,0,1,Employed,165694,139229,0,Non-Graduated,46
48,496,324285,0,2,Self_Employed,31361,158977,0,Graduated,66
26,343,396913,0,2,Employed,167763,181695,0,Graduated,75
99,355,963576,1,1,Employed,116321,182387,0,Graduated,32
67,477,462140,1,1,Employed,72187,85019,1,Non-Graduated,27
41,424,317737,0,2,Employed,54484,62380,0,Graduated,66
62,394,61417,0,2,Employed,154199,143668,1,Graduated,42
19,373,870265,1,2,Employed,156819,142141,1,Non-Graduated,64
32,470,161731,1,1,Employed,60975,99411,1,Non-Graduated,64
73,328,349063,1,2,Employed,111873,199267,0,Graduated,39
68,454,463416,0,0,Employed,113419,107377,1,Graduated,37
70,468,370399,1,1,Self_Employed,75288,198067,0,Non-Graduated,27
38,348,49151,1,2,Employed,140688,13603,1,Non-Graduated,77
94,471,532098,1,1,Employed,172213,88070,0,Non-Graduated,22
71,394,906813,0,2,Self_Employed,152748,195079,1,Graduated,20
99,459,570610,0,2,Employed,103874,143631,1,Graduated,41
70,422,472546,0,0,Self_Employed,28486,101610,1,Non-Graduated,35
67,395,348694,1,2,Employed,45439,90938,0,Graduated,53
47,480,336785,1,1,Employed,121554,114959,1,Graduated,62
36,331,304587,1,2,Employed,107902,192897,1,Graduated,32
47,320,323557,0,1,Self_Employed,25850,163539,1,Graduated,39
67,355,527112,1,1,Self_Employed,130932,102317,0,Graduated,72
60,426,814336,0,0,Self_Employed,147695,153467,1,Graduated,62
36,315,55882,1,1,Self_Employed,156683,116257,1,Graduated,72
98,348,778571,0,1,Employed,168086,69867,0,Graduated,31
53,408,784317,1,0,Self_Employed,152092,140876,1,Non-Graduated,69
55,405,197629,1,0,Self_Employed,175441,87932,1,Graduated,90
48,303,97721,0,1,Self_Employed,26798,198023,1,Non-Graduated,75
94,383,331803,1,0,Employed,161126,43291,1,Graduated,81
56,477,601574,1,1,Self_Employed,152175,124843,1,Non-Graduated,90
22,482,346516,1,0,Employed,81902,139947,0,Non-Graduated,62
32,376,94560,0,0,Self_Employed,31240,16365,1,Non-Graduated,42
36,382,412286,1,2,Self_Employed,135956,13440,1,Graduated,67
51,403,151299,0,0,Self_Employed,92786,145579,0,Non-Graduated,71
48,372,514894,1,2,Employed,127695,89870,0,Non-Graduated,46
25,370,365777,0,2,Employed,183415,119061,1,Graduated,23
75,451,880383,1,1,Employed,193481,144549,1,Graduated,46
41,441,825838,1,2,Self_Employed,136796,106039,0,Non-Graduated,75
91,303,917628,1,2,Employed,18754,89816,0,Graduated,54
99,456,683365,0,2,Employed,15798,172675,0,Graduated,74
58,404,897772,0,0,Self_Employed,146969,66067,0,Non-Graduated,91
72,488,862183,1,1,Self_Employed,159713,152213,1,Graduated,47
84,409,17757,1,2,Employed,24466,111897,0,Graduated,54
22,407,753054,0,1,Employed,148876,118007,0,Non-Graduated,73
55,305,625117,1,0,Self_Employed,95585,20736,0,Graduated,77
66,394,353544,1,1,Self_Employed,141778,94435,1,Non-Graduated,53
24,356,396406,1,2,Employed,39699,96472,1,Non-Graduated,53
26,497,380857,1,2,Self_Employed,132358,184662,0,Graduated,51
45,479,379882,0,1,Employed,115396,131499,0,Graduated,68
66,424,90413,1,0,Self_Employed,97023,16821,0,Non-Graduated,69
100,306,235233,0,0,Self_Employed,150534,77499,1,Non-Graduated,49
79,316,475863,1,2,Employed,141970,57445,1,Graduated,20
51,497,917286,1,1,Employed,180597,152682,0,Non-Graduated,23
37,495,573384,1,1,Employed,122229,30235,1,Non-Graduated,77
65,350,596619,0,2,Employed,161292,24383,0,Non-Graduated,64
53,326,677870,0,0,Employed,83659,81309,1,Graduated,76
40,393,650624,1,1,Employed,42900,105135,0,Graduated,22
69,388,724100,0,1,Employed,81942,78487,0,Graduated,55
79,354,472173,0,0,Employed,192988,130462,0,Graduated,36
66,386,698351,1,2,Self_Employed,39278,45053,1,Non-Graduated,51
77,409,448323,1,1,Self_Employed,51161,141469,1,Graduated,84
53,344,247650,1,0,Self_Employed,68602,78298,1,Non-Graduated,98
66,360,430282,1,2,Self_Employed,184499,102685,0,Non-Graduated,67
42,317,843770,1,1,Employed,116961,81507,1,Graduated,46
28,348,583488,0,0,Self_Employed,90146,192992,0,Graduated,49
22,368,673398,0,2,Employed,159435,169753,1,Graduated,88
67,434,739913,0,0,Employed,76055,148897,1,Graduated,55
46,330,313344,0,0,Employed,52984,84323,0,Graduated,27
32,401,967385,0,1,Self_Employed,192211,151846,1,Graduated,21
66,338,156319,1,0,Self_Employed,177556,40593,0,Graduated,37
23,373,20089,0,0,Employed,93819,56833,1,Non-Graduated,86
98,486,470945,1,0,Employed,94130,190707,1,Non-Graduated,28
21,353,754789,1,2,Employed,184952,156847,0,Non-Graduated,91
59,363,167793,1,0,Employed,133109,69232,1,Graduated,48
27,411,980186,0,1,Self_Employed,121799,48860,1,Graduated,32
47,328,706912,0,0,Self_Employed,16212,71193,0,Non-Graduated,93
91,466,638976,1,1,Employed,145759,70452,0,Non-Graduated,84
21,368,794437,1,1,Self_Employed,138581,197820,1,Graduated,24
80,438,321781,0,1,Self_Employed,22581,162490,1,Non-Graduated,54
37,398,212750,1,2,Self_Employed,130949,150187,1,Graduated,75
21,498,299632,1,0,Self_Employed,89436,150531,0,Graduated,98
58,378,368782,1,2,Employed,45702,138173,1,Graduated,53
89,374,284347,1,1,Self_Employed,30643,119158,0,Graduated,88
90,327,772935,1,2,Employed,120730,115821,1,Non-Graduated,21
64,464,356346,0,2,Employed,30589,101973,0,Graduated,37
42,476,400725,0,0,Self_Employed,47929,62852,1,Graduated,48
39,324,454231,1,1,Self_Employed,187832,181358,1,Graduated,46
93,361,400174,1,1,Employed,154991,22177,0,Non-Graduated,25
60,335,288108,1,2,Employed,93201,117143,1,Non-Graduated,87
44,300,221190,1,0,Employed,131069,172331,1,Graduated,51
36,490,442411,0,0,Self_Employed,93272,190091,0,Graduated,61
35,358,859114,0,1,Self_Employed,65344,114932,0,Graduated,57
27,408,383987,0,1,Self_Employed,71728,13093,1,Non-Graduated,33
59,488,604813,1,1,Employed,24583,66012,1,Graduated,87
20,395,620647,0,0,Self_Employed,86734,161741,0,Graduated,47
18,334,126381,1,0,Self_Employed,185458,178144,1,Graduated,93
57,444,979677,0,2,Employed,168744,69309,0,Non-Graduated,68
41,331,916388,0,0,Employed,99664,189901,0,Non-Graduated,58
33,411,20497,0,2,Employed,52183,79285,0,Non-Graduated,52
71,392,957249,1,0,Employed,123433,177452,1,Graduated,63
48,413,637606,0,1,Employed,98617,42888,0,Graduated,83
22,454,282969,1,0,Employed,164727,149561,1,Graduated,69
37,474,505385,1,1,Self_Employed,27897,175160,0,Non-Graduated,37
97,442,349750,0,1,Self_Employed,197591,79863,1,Non-Graduated,69
96,452,521461,0,0,Self_Employed,113382,78973,0,Graduated,46
20,457,734438,0,0,Self_Employed,88125,11638,0,Non-Graduated,56
48,460,462834,1,2,Self_Employed,140486,154276,0,Graduated,86
80,470,391807,1,1,Employed,75947,27677,0,Non-Graduated,55
84,310,51291,1,2,Self_Employed,97461,83455,1,Non-Graduated,65
56,337,482802,1,0,Employed,162269,85318,0,Non-Graduated,47
37,446,925011,0,1,Self_Employed,56621,175291,1,Graduated,48
27,363,132066,1,2,Employed,44130,35590,0,Graduated,89
37,377,313891,1,2,Self_Employed,195703,89239,1,Non-Graduated,36
81,329,385267,1,1,Self_Employed,118450,180030,0,Graduated,81
25,475,983903,1,0,Self_Employed,67750,169000,0,Graduated,64
78,432,964107,1,1,Self_Employed,73706,52912,0,Graduated,58
80,418,99865,1,0,Self_Employed,154152,38716,1,Non-Graduated,36
26,433,440431,0,1,Employed,185782,162648,1,Non-Graduated,90
23,368,599106,1,2,Self_Employed,167483,32573,1,Graduated,38
24,491,236445,0,0,Self_Employed,25707,142034,1,Non-Graduated,40
